epoch,elapsed_sec,lr,train/loss,train/accuracy,val/loss,val/accuracy,val/acc_fwd_slow,val/acc_fwd_med,val/acc_fwd_fast,val/acc_L_med,val/acc_L_slight,val/acc_R_slight,val/acc_fwd_L,val/chunk_accuracy
13,2193.25,0.00026137698979436963,0.14206356032420012,0.8195974576271187,0.048052106394260635,0.8194444444444444,0.5,0.5566037735849056,0.8563327032136105,0.7272727272727273,0.8016877637130801,0.3958333333333333,0.0,0.7315476290763371
14,2349.41,0.000254431267937359,0.14220922260971391,0.8177966101694916,0.05114796951469514,0.8293650793650794,0.5,0.5849056603773585,0.8575929426591052,0.7272727272727273,0.8059071729957806,0.6875,0.0,0.6545634972197669
15,2505.48,0.0002470213638080409,0.1419114346726466,0.8198093220338983,0.04710640647496644,0.8169642857142857,0.5,0.5754716981132075,0.8449905482041588,0.7272727272727273,0.7890295358649789,0.6875,0.0,0.676984135120634
16,2662.12,0.00023918037183703856,0.14196729907544992,0.8147245762711864,0.04009499405381373,0.8521825396825397,0.5,0.660377358490566,0.8821676118462508,0.7272727272727273,0.7974683544303798,0.7083333333333334,0.0,0.7144841362559606
17,2818.98,0.00023094331179792418,0.14188839192107572,0.8204449152542372,0.04440736965394564,0.8536706349206349,0.5,0.6320754716981132,0.8872085696282294,0.7272727272727273,0.7932489451476793,0.6875,0.0,0.6772817543574742
18,2975.61,0.0002223469724004092,0.14186091236138748,0.8202330508474577,0.05038838925524726,0.8536706349206349,0.5,0.5660377358490566,0.8922495274102079,0.7272727272727273,0.7890295358649789,0.6875,0.0,0.7736111226535979
19,3132.0,0.00021342974698303606,0.14172987109523708,0.8192796610169492,0.04132811261349291,0.8640873015873016,0.5,0.6320754716981132,0.8998109640831758,0.7272727272727273,0.7974683544303798,0.6875,0.0,0.705753978755739
20,3286.84,0.0002042314620392081,0.14171264540340942,0.8194915254237288,0.050468144921718965,0.8100198412698413,0.5,0.5471698113207547,0.8298676748582231,0.7272727272727273,0.8396624472573839,0.7083333333333334,0.0,0.6190476280356211
21,3442.55,0.00019479319934240225,0.1417508522837849,0.8202330508474577,0.04471261863433201,0.8630952380952381,0.5,0.6037735849056604,0.9010712035286704,0.6666666666666666,0.8016877637130801,0.6875,0.0,0.7168650910967872
22,3599.09,0.00018515711246499544,0.14167565405368804,0.81875,0.057301776688305724,0.8616071428571429,0.5,0.6226415094339622,0.8966603654694392,0.7272727272727273,0.8016877637130801,0.6875,0.0,0.6831349276361012
23,3754.93,0.00017536623851017788,0.14162937109753237,0.8204449152542372,0.04772735579403132,0.8308531746031746,0.5,0.660377358490566,0.8538122243226213,0.696969696969697,0.8143459915611815,0.6875,0.0,0.6866071517505343
24,3911.76,0.00016546430589780268,0.1415448285765567,0.8223516949152543,0.048918511410611536,0.8447420634920635,0.5,0.6415094339622641,0.8733459357277883,0.6666666666666666,0.8143459915611815,0.6875,0.0,0.624107154115798
25,4067.32,0.00015549553906264732,0.14152777139413156,0.8014830508474576,0.04491144180711773,0.8621031746031746,0.5,0.6226415094339622,0.8979206049149339,0.7272727272727273,0.7974683544303798,0.6875,0.0,0.7176587416066064
26,4224.13,0.00014550446093735265,0.14149446583400338,0.8098516949152542,0.048150741455924975,0.8556547619047619,0.5,0.5660377358490566,0.8909892879647133,0.7272727272727273,0.8312236286919831,0.6041666666666666,0.0,0.7056547677706159
27,4379.7,0.0001355356941021973,0.14144730835647906,0.8082627118644068,0.04952630230723622,0.8799603174603174,0.5,0.6226415094339622,0.9206049149338374,0.7272727272727273,0.7974683544303798,0.6875,0.0,0.7575396947444432
28,4535.62,0.00012563376148982207,0.14146088230407844,0.8146186440677966,0.0489463797374998,0.8675595238095238,0.5,0.5943396226415094,0.9054820415879017,0.7272727272727273,0.8059071729957806,0.6875,0.0,0.7444444592036898
29,4691.69,0.00011584288753500456,0.14137406005697736,0.8090042372881356,0.050868613511695346,0.8348214285714286,0.5,0.6037735849056604,0.8588531821045998,0.7272727272727273,0.8354430379746836,0.6875,0.0,0.6772817586149488
30,4847.79,0.00010620680065759775,0.1415305052773427,0.8121822033898305,0.04899620701002681,0.8258928571428571,0.5,0.5754716981132075,0.853182104599874,0.7272727272727273,0.8059071729957806,0.7083333333333334,0.0,0.6943452485970089
31,5003.12,9.676853796079183e-05,0.1412963200423677,0.806885593220339,0.048572016006339314,0.8318452380952381,0.5,0.6037735849056604,0.8557025834908633,0.6666666666666666,0.8396624472573839,0.6875,0.0,0.6561508055717226
32,5159.14,8.757025301696395e-05,0.14125403140561055,0.8189618644067796,0.051969080749947195,0.8204365079365079,0.5,0.5943396226415094,0.8405797101449275,0.7272727272727273,0.8354430379746836,0.7083333333333334,0.0,0.6514881082943508
33,5314.77,7.865302759959078e-05,0.14117573348142334,0.8090042372881356,0.05113078309624966,0.8611111111111112,0.5,0.5377358490566038,0.8979206049149339,0.7878787878787878,0.8185654008438819,0.6875,0.0,0.7298611194368393
34,5470.3,7.005668820207579e-05,0.14121636753365144,0.815677966101695,0.04653009356185239,0.841765873015873,0.5,0.6037735849056604,0.8676748582230623,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.6886904901928372
35,5626.34,6.18196281629614e-05,0.1410926150568461,0.8144067796610169,0.04787277515898163,0.8422619047619048,0.5,0.6132075471698113,0.8701953371140516,0.7272727272727273,0.8185654008438819,0.6875,0.0,0.6879960397879282
36,5782.27,5.3978636191959035e-05,0.1410654533212468,0.8133474576271187,0.0495207238281081,0.8447420634920635,0.5,0.5,0.8764965343415249,0.7272727272727273,0.8438818565400844,0.7083333333333334,0.0,0.6914682648484669
37,5938.88,4.6568732062640974e-05,0.14103019293081961,0.8148305084745763,0.04994955744260796,0.8353174603174603,0.5,0.5849056603773585,0.8594833018273472,0.7272727272727273,0.8396624472573839,0.7083333333333334,0.0,0.6910714388839783
38,6094.96,3.962301020563034e-05,0.1410166463609469,0.8091101694915255,0.05062120213124362,0.8392857142857143,0.5,0.5754716981132075,0.8676748582230623,0.7272727272727273,0.8312236286919831,0.6666666666666666,0.0,0.7005952483131772
39,6251.39,3.3172491900840177e-05,0.14094338432206946,0.8134533898305085,0.049257947296797604,0.8482142857142857,0.5,0.5943396226415094,0.8790170132325141,0.7272727272727273,0.8227848101265823,0.6666666666666666,0.0,0.7167658834230333
40,6407.97,2.7245986728906865e-05,0.14088821552567563,0.8127118644067797,0.052564327463245256,0.8258928571428571,0.5,0.6037735849056604,0.8481411468178954,0.7272727272727273,0.8354430379746836,0.6666666666666666,0.0,0.6818452472724612
41,6562.87,2.1869963900609195e-05,0.1408633343244003,0.8143008474576271,0.04892796122271287,0.8214285714285714,0.5,0.6415094339622641,0.8393194706994329,0.7272727272727273,0.8270042194092827,0.7291666666666666,0.0,0.6682539799856761
42,6718.01,1.706843403894777e-05,0.1408643948324656,0.8136652542372881,0.04902526034164198,0.8283730158730159,0.5,0.6226415094339622,0.84940138626339,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.6761904879221841
43,6874.03,1.2862841941873914e-05,0.14081891765028742,0.8075211864406779,0.049331112187780767,0.8407738095238095,0.5,0.5943396226415094,0.868935097668557,0.7272727272727273,0.8227848101265823,0.6875,0.0,0.7060515994117373
44,7029.65,9.271970804616124e-06,0.14083107199709294,0.8186440677966101,0.047999379141113005,0.8377976190476191,0.0,0.6132075471698113,0.8638941398865785,0.7272727272727273,0.8227848101265823,0.7083333333333334,0.0,0.7055555662465474
45,7185.53,6.311858329370718e-06,0.1408157826480219,0.8203389830508474,0.049406191828431534,0.8209325396825397,0.5,0.6320754716981132,0.8386893509766856,0.7272727272727273,0.8396624472573839,0.6875,0.0,0.6715277887526012
46,7341.87,3.99572509703028e-06,0.14075369193392284,0.8143008474576271,0.04926223425210328,0.8298611111111112,0.5,0.6037735849056604,0.8525519848771267,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.6893849330289024
47,7497.64,2.3339155208603858e-06,0.1408096735255193,0.8147245762711864,0.04929441516310723,0.8308531746031746,0.5,0.6037735849056604,0.8538122243226213,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.6942460413963075
48,7653.61,1.3338516458386019e-06,0.14077271874678338,0.8213983050847458,0.04908390557206336,0.8313492063492064,0.5,0.6037735849056604,0.8544423440453687,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.695634930379807
49,7809.43,1e-06,0.14081317297482895,0.8165254237288135,0.0491469964513921,0.8283730158730159,0.5,0.5943396226415094,0.851291745431632,0.7272727272727273,0.8312236286919831,0.7083333333333334,0.0,0.6950396942713905
