epoch,elapsed_sec,lr,train/loss,train/traversability,train/elevation,train/semantics,train/total,val/loss,val/traversability,val/elevation,val/semantics,val/total
29,4194.53,8.40254377954742e-05,0.3406207794787118,0.6812367692792038,2.2329305059324374e-06,3.4487605675164543e-06,0.3406207794787118,0.34350310777225634,0.6870022055006375,1.810780010607504e-06,2.93530175991545e-06,0.34350310777225634
30,4329.94,8.280299519544635e-05,0.34059569603717166,0.6811875561603414,2.1289707380096848e-06,2.5588961723558642e-06,0.34059569603717166,0.3439186217576048,0.6878320879309717,4.8190857468113e-06,2.261738494528461e-06,0.3439186217576048
31,4465.04,8.154522974444009e-05,0.3405496598998166,0.6810962329443044,1.9657121095534444e-06,1.908675433828463e-06,0.3405496598998166,0.3442322309434849,0.6884616661245806,2.0694705229149547e-06,1.5666054353785207e-06,0.3442322309434849
32,4600.43,8.025351679050975e-05,0.34052730114571467,0.681052194551465,2.056345244754424e-06,1.174418359168875e-06,0.34052730114571467,0.34414753187311825,0.6882935914680035,1.0691878825346863e-06,8.339089924155662e-07,0.34414753187311825
33,4736.35,7.892926880280571e-05,0.34051125459541565,0.681020998577187,1.6191436479048304e-06,5.402496832493784e-07,0.34051125459541565,0.34394292566027956,0.6878843394509198,1.9837989185381866e-06,3.267558408763091e-07,0.34394292566027956
34,4871.66,7.757393382706015e-05,0.34051844270880227,0.6810357247902078,1.6294802750514784e-06,1.8196753272082872e-07,0.34051844270880227,0.34435587599329703,0.6887110854587416,9.306331921535759e-07,9.35169010583268e-08,0.34435587599329703
35,5007.24,7.618899390217016e-05,0.3404764124890438,0.6809518822717451,1.4975458656790806e-06,4.636677551977782e-08,0.3404764124890438,0.34414013872181415,0.6882800059596987,4.4952648077877625e-07,2.0634146757821943e-08,0.34414013872181415
36,5142.03,7.477596343961014e-05,0.3404274623768002,0.6808540352689015,1.4815632534793956e-06,8.712779196961313e-09,0.3404274623768002,0.34418053609611343,0.6883609247033613,2.487610637577732e-07,3.3907129755995983e-09,0.34418053609611343
37,5277.52,7.333638756744505e-05,0.3404003802018288,0.6807999445482257,1.3590786874696515e-06,1.3751642058195036e-09,0.3404003802018288,0.3440631608458331,0.6881261994368839,1.7319700894231774e-07,5.960458344448272e-10,0.3440631608458331
38,5412.49,7.187184044075539e-05,0.3403919110380866,0.6807830816480369,1.233675339145355e-06,1.8574436465696334e-10,0.3403919110380866,0.34408243207165795,0.6881646853293816,2.8330765042941173e-07,4.6296262121230245e-11,0.34408243207165795
39,5547.16,7.038392352032199e-05,0.34036526942504836,0.6807298243135709,1.1897681460289182e-06,4.745095195825764e-11,0.34036526942504836,0.3442293777518029,0.6884585771247418,2.6898330720608094e-07,6.4394869805190956e-12,0.3442293777518029
40,5681.4,6.887426382145193e-05,0.3403184396828641,0.6806362104092248,1.1167272329665065e-06,1.433208278204917e-11,0.3403184396828641,0.34389762678285585,0.6877949477112206,5.104147202802154e-07,1.0202767726890904e-10,0.34389762678285585
41,5816.39,6.734451213486133e-05,0.34029025733920426,0.6805798975051258,1.0282718547823105e-06,3.960176299438045e-12,0.34029025733920426,0.3444714916013453,0.6889427308618588,4.379142613364767e-07,1.57584831395599e-12,0.3444714916013453
42,5951.4,6.579634122155991e-05,0.34027944669284793,0.6805582197543183,1.123634370448889e-06,3.0241032447618936e-12,0.34027944669284793,0.34406694400049476,0.6881334746841097,6.679047478395208e-07,5.775620709199284e-13,0.34406694400049476
43,6086.15,6.423144398371133e-05,0.34024973638456874,0.6804989736364259,8.326368611193616e-07,1.0915990652447068e-12,0.34024973638456874,0.34369585679395354,0.6873916531131216,8.534214775258025e-08,2.8214248531781577e-14,0.34369585679395354
44,6221.36,6.265153161346957e-05,0.34021040352221527,0.6804202697935148,8.946998307419425e-07,9.659090911228858e-13,0.34021040352221527,0.3436683596920793,0.6873365805967011,2.488746308923828e-07,1.0621830630811895e-13,0.3436683596920793
45,6355.89,6.10583317218155e-05,0.34020135880955027,0.6804022797991607,7.320104582496711e-07,5.284807128565444e-13,0.34020135880955027,0.34380652521648547,0.6876122455527313,1.347028392478435e-06,1.3277293679848664e-14,0.34380652521648547
46,6490.68,5.945358644943945e-05,0.3401753277620399,0.6803501420071402,8.536180038470304e-07,7.001256440139472e-12,0.3401753277620399,0.3437969471416334,0.6875938329383404,1.0305514158177095e-07,7.966376212261836e-12,0.3437969471416334
47,6625.59,5.783905056173619e-05,0.34017241837212403,0.6803444383910339,6.637738477867146e-07,1.5849966292940995e-11,0.34017241837212403,0.3443523564912977,0.6887044745640163,3.982771308535393e-07,1.2670687580558696e-11,0.3443523564912977
48,6760.62,5.6216489529994535e-05,0.3401483552218562,0.6802963404993486,6.154759105239329e-07,6.296672202377327e-12,0.3401483552218562,0.34395217308162773,0.6879041673493211,3.022874059679187e-07,2.580773231901535e-13,0.34395217308162773
49,6895.15,5.4587677600880466e-05,0.340113027557888,0.6802256879583563,6.13101106476203e-07,1.2911940822874547e-13,0.340113027557888,0.34412792194498715,0.6882557842853295,7.488841217548519e-08,0.0,0.34412792194498715
50,7029.86,5.295439585632452e-05,0.34010387788530927,0.6802074035368354,5.861362875266872e-07,1.0871408767180925e-13,0.34010387788530927,0.34409669650732166,0.6881933799625313,4.694908279177475e-08,0.0,0.34409669650732166
51,7165.44,5.1318430265934744e-05,0.34008145566080134,0.6801625928008539,5.267840346311074e-07,1.6975859815105545e-14,0.34008145566080134,0.34403775969561,0.6880752809726409,4.2361312288296283e-07,0.0,0.34403775969561
52,7300.19,4.968156973406526e-05,0.3400554653386365,0.6801105960641691,5.565646135108533e-07,1.6118492156260564e-14,0.3400554653386365,0.34414543505132633,0.6882908104980079,1.0552233583602022e-07,0.0,0.34414543505132633
53,7435.1,4.804560414367551e-05,0.34002278702471234,0.6800453136948978,4.3141377194280187e-07,7.887773949650864e-15,0.34002278702471234,0.3443365384192362,0.6886730172338277,8.28742926417223e-08,0.0,0.3443365384192362
54,7569.88,4.641232239911956e-05,0.34002041101995095,0.6800405571004025,4.414607266720079e-07,1.9547959275751082e-14,0.34002041101995095,0.34435251072375445,0.6887049618428641,9.633828390668279e-08,0.0,0.34435251072375445
55,7705.14,4.478351047000551e-05,0.34000291880978717,0.6800055942564169,4.001736236806562e-07,3.412319193755116e-14,0.34000291880978717,0.3443206365961228,0.6886410943783112,2.6293332998614915e-07,0.0,0.3443206365961228
56,7840.21,4.316094943826383e-05,0.3399718567436817,0.6799434786648412,3.910815389980654e-07,6.41310145971815e-14,0.3399718567436817,0.34443625960036783,0.6888723443024349,2.584416588732408e-07,0.0,0.34443625960036783
57,7975.34,4.1546413550560575e-05,0.3399568480603835,0.6799134897969966,3.4106063597192513e-07,1.5775546202680682e-14,0.3399568480603835,0.34451218786900933,0.6890243161333739,1.1000006703401276e-07,0.0,0.34451218786900933
58,8109.97,3.994166827818455e-05,0.33994051643266576,0.6798808298679139,3.3488659167616737e-07,2.263447840776058e-14,0.33994051643266576,0.3444891252221852,0.6889780603186058,3.404090226504328e-07,0.0,0.3444891252221852
59,8245.33,3.8348468386530454e-05,0.3399207318260659,0.6798412878049445,2.8779231081233813e-07,2.795015038249616e-14,0.3399207318260659,0.3446998974702654,0.6893992950446415,8.413164437945314e-07,0.0,0.3446998974702654
60,8381.32,3.676855601628871e-05,0.3399102830329452,0.6798204051423397,2.6469234816575574e-07,2.4692157982409373e-14,0.3399102830329452,0.34464630919651396,0.6892925587883831,9.511774668470251e-08,0.0,0.34464630919651396
61,8516.21,3.5203658778440126e-05,0.33989752193022277,0.6797948845551205,2.580429953414139e-07,7.510529862338253e-14,0.33989752193022277,0.34450582300659516,0.689010839392669,1.3377136074799583e-06,0.0,0.34450582300659516
62,8651.04,3.365548786513868e-05,0.3398748194829731,0.6797494795707196,2.6289886641049103e-07,1.6598610813724264e-13,0.3398748194829731,0.34467467513397665,0.6893492906633085,8.214366364078877e-08,0.0,0.34467467513397665
63,8786.66,3.212573617854808e-05,0.33986100374663397,0.6797218856768371,1.9633120051848014e-07,2.7950149646612335e-14,0.33986100374663397,0.3448142896603494,0.689628519716054,5.8091954500646586e-08,0.0,0.3448142896603494
64,8922.03,3.061607647967803e-05,0.3398440869954916,0.6796880490280025,2.0517909051950126e-07,8.745137754304296e-14,0.3398440869954916,0.34498152550119554,0.6899629317931015,2.086863646689938e-07,0.0,0.34498152550119554
65,9057.52,2.9128159559244618e-05,0.33983221281527753,0.679664326828889,1.5894606728297944e-07,3.275140286983874e-14,0.33983221281527753,0.34508335960172387,0.690166659598803,9.541082543980344e-08,0.0,0.34508335960172387
66,9193.23,2.7663612432554973e-05,0.33981395572378986,0.6796277914291773,1.9556258635739115e-07,7.630561581302045e-14,0.33981395572378986,0.3447038015744982,0.6894071263118382,7.88720769318667e-07,0.0,0.3447038015744982
67,9327.87,2.622403656038986e-05,0.33979691230153963,0.6795937328137244,1.472157262928186e-07,6.584575406443859e-14,0.33979691230153963,0.3446061761274825,0.6892121138363859,3.848735578672314e-07,8.298308828127916e-16,0.3446061761274825
68,9463.31,2.481100609782986e-05,0.33978641248936026,0.67957272842459,1.5212811855552026e-07,8.522222289126913e-14,0.33978641248936026,0.3449894851141602,0.6899788510190309,1.664953213027736e-07,0.0,0.3449894851141602
69,9598.04,2.3426066172939892e-05,0.3397806769582481,0.6795612717465938,1.283543266269732e-07,3.3951714662995255e-14,0.3397806769582481,0.3450472789959316,0.690094550160596,4.1191891448489266e-08,0.0,0.3450472789959316
70,9733.87,2.2070731197194305e-05,0.33976451686244924,0.6795289614441528,1.2012056550710142e-07,1.1831655080332233e-13,0.33976451686244924,0.34475136194786016,0.6895027212852979,4.1657785918288974e-08,0.0,0.34475136194786016
71,9869.81,2.0746483209490268e-05,0.3397550434098884,0.6795100185845951,1.1228549409056924e-07,1.0391280035263217e-13,0.3397550434098884,0.3446987521474379,0.6893974712295253,5.2458099424756504e-08,0.0,0.3446987521474379
72,10003.53,1.9454770255559927e-05,0.339747967673283,0.6794958755621183,9.825388192544733e-08,9.15667285362948e-14,0.339747967673283,0.3447408247603117,0.6894815899159786,9.542901279248167e-08,0.0,0.3447408247603117
73,10138.28,1.819700480455366e-05,0.3397332118377427,0.6794663586767551,1.0168186217402677e-07,5.315673329988298e-14,0.3397332118377427,0.34479672543323825,0.6895933912618317,7.333448762764864e-08,0.0,0.34479672543323825
74,10273.01,1.6974562204525834e-05,0.3397213463779668,0.67944264079291,7.703838295564033e-08,8.350749364462075e-14,0.3397213463779668,0.3448131876270266,0.6896263117337749,1.3776757229912405e-07,0.0,0.3448131876270266
75,10408.17,1.578877917851182e-05,0.3397167058911618,0.6794333564030459,8.578438477216235e-08,8.676549188067512e-14,0.3397167058911618,0.3448503593893817,0.6897006948498914,4.8518578209427854e-08,2.489492648438375e-15,0.3448503593893817
76,10543.54,1.4640952362841103e-05,0.33970063380885807,0.6794012248246378,7.606317968372552e-08,3.909591594524694e-14,0.33970063380885807,0.34468210765915197,0.6893642144481631,3.949838384021421e-08,0.0,0.34468210765915197
77,10678.75,1.3532336889284403e-05,0.3396924002767508,0.6793847583897333,6.553129946042422e-08,3.515202592468011e-14,0.3396924002767508,0.34482795935477656,0.6896558973911034,4.822736825951862e-08,0.0,0.34482795935477656
78,10814.45,1.2464145012585478e-05,0.3396826291605718,0.679365220742348,6.47301720694189e-08,2.2634477089302054e-14,0.3396826291605718,0.34485011553242256,0.6897001714602004,1.35321840532785e-07,0.0,0.34485011553242256
79,10950.29,1.1437544784878527e-05,0.3396764153089279,0.6793527891732988,7.061918730164439e-08,3.155108393247674e-14,0.3396764153089279,0.34488655137319635,0.6897731005710407,4.096905453654943e-08,0.0,0.34488655137319635
80,11085.13,1.045365877844011e-05,0.339663690391529,0.6793273462609108,5.819351397544717e-08,1.5947018418035274e-14,0.339663690391529,0.3447903238073753,0.6895805880101058,6.439617397313336e-08,0.0,0.3447903238073753
81,11220.07,9.513562858173012e-06,0.3396531202764353,0.6793062126834288,5.382301595665214e-08,3.532349563598557e-14,0.3396531202764353,0.34468552209164977,0.6893709893644291,5.774899307820585e-08,0.0,0.34468552209164977
82,11355.9,8.618285005163705e-06,0.33965871830331795,0.6793174236608307,4.467595096416376e-08,1.6975860428342066e-14,0.33965871830331795,0.34487129889265467,0.6897425786422117,4.602698345085269e-08,0.0,0.34487129889265467
83,11490.51,7.768804192600095e-06,0.33964174936439834,0.6792834731068906,5.463996607339142e-08,1.543259806189053e-14,0.33964174936439834,0.3447914991500604,0.6895829983001208,2.827768383117124e-08,0.0,0.3447914991500604
84,11625.81,6.9660493152787985e-06,0.3396334165811179,0.679266827498446,4.010077197669734e-08,2.6063945823648748e-14,0.3396334165811179,0.34489160254053824,0.6897832050810765,3.223188964391466e-08,0.0,0.34489160254053824
85,11762.45,6.2108981738722095e-06,0.3396309886133329,0.6792619534027882,5.028006083213135e-08,2.6921309169396846e-14,0.3396309886133329,0.3448037851030809,0.6896075702061618,2.993527477483224e-08,0.0,0.3448037851030809
86,11898.44,5.504176515066468e-06,0.3396219946050716,0.679243984535269,3.803991044197916e-08,1.3031973944105854e-14,0.3396219946050716,0.34503710922533576,0.6900742184506715,3.2211210762760604e-08,0.0,0.34503710922533576
87,12033.68,4.8466571286194556e-06,0.3396169566640667,0.6792339082936536,3.9556887028892686e-08,2.4520683825139125e-14,0.3396169566640667,0.3448506456657048,0.6897012813247904,4.21054706559075e-08,0.0,0.3448506456657048
88,12168.44,4.239059002326683e-06,0.339613827105561,0.679227651244375,3.7861461497402154e-08,4.475453053142336e-14,0.339613827105561,0.34495272362319224,0.6899053876417397,5.916257086182402e-08,0.0,0.34495272362319224
89,12304.39,3.6820465358185858e-06,0.3396124347122906,0.6792248609738473,3.980335741648117e-08,2.091974444941158e-14,0.3396124347122906,0.3449144768018792,0.689828953168688,3.7349742387295986e-08,0.0,0.3449144768018792
90,12439.75,3.176228814049297e-06,0.3396012735402782,0.6792025432147951,3.804083340537751e-08,2.0062378057922083e-14,0.3396012735402782,0.34492791503885367,0.6898558300777073,3.492937414407972e-08,0.0,0.34492791503885367
91,12574.98,2.722158941271247e-06,0.3396022278888553,0.6792044539796821,3.7109072547532984e-08,1.7833226349683565e-14,0.3396022278888553,0.3448361073532244,0.6896722147064488,2.6453857576511105e-08,0.0,0.3448361073532244
92,12709.67,2.3203334362237164e-06,0.339597077436217,0.6791941539734198,3.380211204755833e-08,3.257992927470197e-14,0.339597077436217,0.34488079582687714,0.6897615916537543,2.9292082336349724e-08,0.0,0.34488079582687714
93,12845.06,1.9711916891969374e-06,0.3395931721632657,0.6791863433376157,3.5819360742441227e-08,3.480908031860092e-14,0.3395931721632657,0.344851012647587,0.689702025295174,3.271490681923871e-08,0.0,0.344851012647587
94,12980.13,1.6751154815652454e-06,0.33959805502431245,0.6791961088799063,3.6695968370221647e-08,2.3491842581377984e-14,0.33959805502431245,0.34489763044092775,0.6897952608818555,2.8529178850628315e-08,0.0,0.34489763044092775
95,13114.82,1.4324285683147281e-06,0.33958908232268886,0.6791781641958705,3.387831285290221e-08,3.17225606857816e-14,0.33958908232268886,0.34489574114771654,0.6897914822954331,2.698542550163033e-08,0.0,0.34489574114771654
96,13250.15,1.243396324021935e-06,0.3395893063120892,0.6791786111857556,3.51127987500179e-08,5.6757653419983704e-14,0.3395893063120892,0.3448491187861366,0.6896982375722732,2.8378167993929826e-08,0.0,0.3448491187861366
97,13385.35,1.1082254526706606e-06,0.33958563662582214,0.6791712722627286,3.5903244741233085e-08,2.2291531748958693e-14,0.33958563662582214,0.34486469909222456,0.6897293981844491,2.5820153074823295e-08,0.0,0.34486469909222456
98,13520.79,1.0270637616241606e-06,0.339586697327785,0.6791733935767529,3.550634755073853e-08,2.177711106575447e-14,0.339586697327785,0.34486720596786835,0.6897344119357367,2.5904857094777097e-08,0.0,0.34486720596786835
99,13655.85,1e-06,0.3395896674910642,0.6791793341730156,3.30841677499478e-08,3.172255966372073e-14,0.3395896674910642,0.34485093237709824,0.6897018647541965,2.6104247509742657e-08,0.0,0.34485093237709824
